gemeentCode;gemeenteNaam;veiligheidsRegioCode;veiligheidsRegioNaam;provincieCode;Provincie;Land;;;
GM0907;Gennep;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0907;Gennep;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0512;Gorinchem;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
GM0512;Gorinchem;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
GM1729;Gulpen-Wittem;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM1729;Gulpen-Wittem;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0523;Hardinxveld-Giessendam;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
GM0523;Hardinxveld-Giessendam;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
GM0917;Heerlen;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0917;Heerlen;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0531;Hendrik-Ido-Ambacht;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
GM0531;Hendrik-Ido-Ambacht;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
GM1963;Hoeksche Waard;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
GM1963;Hoeksche Waard;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
GM1507;Horst aan de Maas;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM1507;Horst aan de Maas;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0928;Kerkrade;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0928;Kerkrade;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0882;Landgraaf;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0882;Landgraaf;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM1640;Leudal;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM1640;Leudal;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM1641;Maasgouw;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM1641;Maasgouw;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0935;Maastricht;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0935;Maastricht;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0938;Meerssen;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0938;Meerssen;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM1978;Molenlanden;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
GM1978;Molenlanden;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
GM0944;Mook en Middelaar;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0944;Mook en Middelaar;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0946;Nederweert;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0946;Nederweert;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0590;Papendrecht;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
GM0590;Papendrecht;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
GM1894;Peel en Maas;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM1894;Peel en Maas;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM1669;Roerdalen;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0957;Roermond;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0957;Roermond;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0965;Simpelveld;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM1883;Sittard-Geleen;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM1883;Sittard-Geleen;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0610;Sliedrecht;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
GM0610;Sliedrecht;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
GM0971;Stein (L.);VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0981;Vaals;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0981;Vaals;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0994;Valkenburg aan de Geul;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0994;Valkenburg aan de Geul;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0983;Venlo;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0983;Venlo;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0984;Venray;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0984;Venray;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0986;Voerendaal;VR24;Limburg-Zuid                                      ;PV31;Limburg;NL;;;
GM0988;Weert;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0988;Weert;VR23;Limburg-Noord                                     ;PV31;Limburg;NL;;;
GM0642;Zwijndrecht;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
GM0642;Zwijndrecht;VR18;Zuid-Holland-Zuid                                 ;PV28;Zuid Holland;NL;;;
